claim_id,third_party_id,third_party_name,third_party_role,involvement_date,first_line_of_address,county,state,zip_code,latitude,longitude,prior_claim_count,prior_litigated_claim_count
CLM00608,TP00051,Gulf Atlantic Builders,General Contractor,2025-09-29,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,97,17
CLM00608,TP00023,Bayfront Mitigation Partners,Mitigation Company,2025-09-29,9505 Axis Way,Orange,FL,32837,28.396944,-81.417614,38,6
CLM00608,TP00066,Sunrise Public Adjusters,Public Adjuster,2025-09-29,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,94,7
CLM00608,TP00088,Coastal Emergency Services,Emergency Services Provider,2025-09-29,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00609,TP00082,Peninsula Property Inspections,Inspector,2024-12-03,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,96,13
CLM00609,TP00028,Florida Shield Roofing,Roofer,2024-12-07,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,112,27
CLM00609,TP00054,Florida Residential Builders,General Contractor,2024-12-19,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,50,4
CLM00609,TP00068,Gulf Property Adjusting,Public Adjuster,2024-12-22,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,71,6
CLM00609,TP00075,Florida Structural Review,Engineer,2024-12-11,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,24,2
CLM00610,TP00082,Peninsula Property Inspections,Inspector,2025-02-15,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,96,13
CLM00610,TP00027,Atlantic Peak Roofing,Roofer,2025-02-24,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,131,35
CLM00610,TP00056,Atlantic Home Reconstruction,General Contractor,2025-03-06,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,12,0
CLM00610,TP00075,Florida Structural Review,Engineer,2025-03-05,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,24,2
CLM00610,TP00086,Rapid Response Property Services,Emergency Services Provider,2025-03-18,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,69,2
CLM00610,TP00046,Peninsula Pipe & Drain,Plumber,2025-02-27,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,81,8
CLM00610,TP00099,Coastal Air Quality Services,Mold Remediation,2025-02-25,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,16,0
CLM00610,TP00091,Orange State Electric,Electrician,2025-02-17,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,82,15
CLM00610,TP00076,Coastal Engineering Services,Engineer,2025-02-24,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,57,3
CLM00610,TP00087,Florida Emergency Property Care,Emergency Services Provider,2025-02-20,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,14,1
CLM00610,TP00098,Sunstate Mold Remediation,Mold Remediation,2025-03-18,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,80,1
CLM00610,TP00088,Coastal Emergency Services,Emergency Services Provider,2025-03-14,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00610,TP00057,SunCoast General Builders,General Contractor,2025-02-27,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,70,3
CLM00611,TP00082,Peninsula Property Inspections,Inspector,2022-02-21,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,96,13
CLM00611,TP00046,Peninsula Pipe & Drain,Plumber,2022-02-26,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,81,8
CLM00611,TP00048,Palm State Construction,General Contractor,2022-02-20,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,118,23
CLM00611,TP00014,Coastal Resolution Law,Attorney,2022-02-22,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,46,3
CLM00611,TP00097,Atlantic Mold Solutions,Mold Remediation,2022-02-27,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,77,5
CLM00611,TP00088,Coastal Emergency Services,Emergency Services Provider,2022-03-02,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00611,TP00059,Sunstate Restoration Services,Restoration Company,2022-02-14,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,85,4
CLM00611,TP00073,Gulf Forensic Engineering,Engineer,2022-02-22,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,77,2
CLM00611,TP00090,Gulf Coast Electrical,Electrician,2022-02-08,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,91,17
CLM00611,TP00080,Atlantic Property Valuation,Appraiser,2022-03-01,9505 Axis Way,Orange,FL,32837,28.396944,-81.417614,75,1
CLM00611,TP00044,Florida Leak Response,Plumber,2022-02-16,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,51,4
CLM00612,TP00081,HomeScope Inspections,Inspector,2024-11-01,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00612,TP00029,Blue Sky Roof Works,Roofer,2024-11-20,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,103,23
CLM00612,TP00055,Orange State Contracting,General Contractor,2024-11-02,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,12,0
CLM00612,TP00072,Atlantic Structural Engineering,Engineer,2024-11-09,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,27,2
CLM00612,TP00090,Gulf Coast Electrical,Electrician,2024-11-15,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,91,17
CLM00612,TP00047,Sunrise Plumbing Group,Plumber,2024-11-07,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,34,4
CLM00612,TP00100,Florida Mold Response,Mold Remediation,2024-11-13,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,36,2
CLM00612,TP00094,Florida Climate Services,HVAC Contractor,2024-11-15,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,37,2
CLM00612,TP00042,Coastal Pipeworks,Plumber,2024-11-13,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,53,2
CLM00613,TP00081,HomeScope Inspections,Inspector,2025-10-09,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00613,TP00032,Coastal Crown Roofing,Roofer,2025-10-09,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,89,1
CLM00613,TP00056,Atlantic Home Reconstruction,General Contractor,2025-10-14,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,12,0
CLM00613,TP00019,Everglade Loss Mitigation,Mitigation Company,2025-10-08,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,108,25
CLM00613,TP00014,Coastal Resolution Law,Attorney,2025-10-14,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,46,3
CLM00613,TP00042,Coastal Pipeworks,Plumber,2025-10-07,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,53,2
CLM00613,TP00099,Coastal Air Quality Services,Mold Remediation,2025-10-12,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,16,0
CLM00613,TP00036,Bay Area Roof Works,Roofer,2025-10-11,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,33,3
CLM00613,TP00074,Peninsula Building Consultants,Engineer,2025-10-25,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,14,1
CLM00613,TP00026,SunCoast Roofing Solutions,Roofer,2025-10-11,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,126,31
CLM00613,TP00087,Florida Emergency Property Care,Emergency Services Provider,2025-10-13,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,14,1
CLM00614,TP00084,Florida Field Inspection Group,Inspector,2025-03-28,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00614,TP00026,SunCoast Roofing Solutions,Roofer,2025-04-05,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,126,31
CLM00614,TP00050,Sunrise General Contracting,General Contractor,2025-04-04,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,101,18
CLM00614,TP00072,Atlantic Structural Engineering,Engineer,2025-04-12,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,27,2
CLM00614,TP00079,Florida Loss Appraisers,Appraiser,2025-04-20,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,88,14
CLM00614,TP00095,Sunrise HVAC,HVAC Contractor,2025-04-14,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,74,5
CLM00614,TP00056,Atlantic Home Reconstruction,General Contractor,2025-03-30,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,12,0
CLM00614,TP00073,Gulf Forensic Engineering,Engineer,2025-04-01,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,77,2
CLM00614,TP00092,Florida Residential Electric,Electrician,2025-04-09,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,79,13
CLM00614,TP00062,Atlantic Property Restoration,Restoration Company,2025-04-07,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,45,0
CLM00614,TP00086,Rapid Response Property Services,Emergency Services Provider,2025-04-07,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,69,2
CLM00614,TP00090,Gulf Coast Electrical,Electrician,2025-04-02,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,91,17
CLM00614,TP00093,Coastal Air Systems,HVAC Contractor,2025-04-03,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,43,3
CLM00614,TP00091,Orange State Electric,Electrician,2025-04-05,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,82,15
CLM00615,TP00085,Sunstate Property Inspections,Inspector,2023-07-28,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,48,0
CLM00615,TP00039,Sunstate Plumbing Services,Plumber,2023-07-15,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,144,36
CLM00615,TP00055,Orange State Contracting,General Contractor,2023-07-14,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,12,0
CLM00615,TP00079,Florida Loss Appraisers,Appraiser,2023-07-16,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,88,14
CLM00615,TP00087,Florida Emergency Property Care,Emergency Services Provider,2023-07-31,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,14,1
CLM00616,TP00084,Florida Field Inspection Group,Inspector,2022-06-12,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00616,TP00041,Orange State Plumbing,Plumber,2022-06-16,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,99,21
CLM00616,TP00052,Peninsula Property Restoration,General Contractor,2022-06-07,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,14,1
CLM00616,TP00018,Sunrise Water Mitigation,Mitigation Company,2022-05-30,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,117,29
CLM00616,TP00099,Coastal Air Quality Services,Mold Remediation,2022-07-02,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,16,0
CLM00616,TP00078,Sunstate Appraisal Group,Appraiser,2022-06-16,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,55,0
CLM00616,TP00086,Rapid Response Property Services,Emergency Services Provider,2022-06-12,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,69,2
CLM00616,TP00039,Sunstate Plumbing Services,Plumber,2022-06-03,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,144,36
CLM00616,TP00060,Coastal Property Recovery,Restoration Company,2022-06-21,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,14,1
CLM00617,TP00085,Sunstate Property Inspections,Inspector,2022-05-18,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,48,0
CLM00617,TP00091,Orange State Electric,Electrician,2022-05-23,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,82,15
CLM00617,TP00055,Orange State Contracting,General Contractor,2022-05-22,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,12,0
CLM00617,TP00011,Sunrise Residential Legal,Attorney,2022-05-25,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,65,6
CLM00617,TP00071,Bayfront Claim Consultants,Public Adjuster,2022-05-20,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,38,5
CLM00617,TP00060,Coastal Property Recovery,Restoration Company,2022-05-29,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,14,1
CLM00617,TP00087,Florida Emergency Property Care,Emergency Services Provider,2022-05-26,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,14,1
CLM00617,TP00095,Sunrise HVAC,HVAC Contractor,2022-05-25,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,74,5
CLM00617,TP00075,Florida Structural Review,Engineer,2022-05-16,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,24,2
CLM00617,TP00086,Rapid Response Property Services,Emergency Services Provider,2022-05-30,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,69,2
CLM00618,TP00084,Florida Field Inspection Group,Inspector,2025-01-05,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00618,TP00091,Orange State Electric,Electrician,2025-01-10,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,82,15
CLM00618,TP00054,Florida Residential Builders,General Contractor,2025-01-13,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,50,4
CLM00618,TP00019,Everglade Loss Mitigation,Mitigation Company,2025-01-01,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,108,25
CLM00618,TP00059,Sunstate Restoration Services,Restoration Company,2025-01-08,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,85,4
CLM00618,TP00079,Florida Loss Appraisers,Appraiser,2025-01-23,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,88,14
CLM00618,TP00088,Coastal Emergency Services,Emergency Services Provider,2025-01-13,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00619,TP00084,Florida Field Inspection Group,Inspector,2022-07-08,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00619,TP00026,SunCoast Roofing Solutions,Roofer,2022-07-05,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,126,31
CLM00619,TP00055,Orange State Contracting,General Contractor,2022-07-19,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,12,0
CLM00619,TP00020,Peninsula Emergency Mitigation,Mitigation Company,2022-07-01,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,51,4
CLM00619,TP00074,Peninsula Building Consultants,Engineer,2022-07-29,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,14,1
CLM00619,TP00077,Coastal Property Appraisal,Appraiser,2022-08-05,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00619,TP00061,Florida Home Restoration,Restoration Company,2022-07-23,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,44,0
CLM00619,TP00046,Peninsula Pipe & Drain,Plumber,2022-07-20,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,81,8
CLM00619,TP00089,Sunstate Electrical Services,Electrician,2022-07-30,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,88,18
CLM00620,TP00081,HomeScope Inspections,Inspector,2025-12-24,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00620,TP00046,Peninsula Pipe & Drain,Plumber,2026-01-02,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,81,8
CLM00620,TP00050,Sunrise General Contracting,General Contractor,2026-01-01,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,101,18
CLM00620,TP00022,First Coast Drying Services,Mitigation Company,2025-12-13,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,34,3
CLM00620,TP00067,Florida Claim Advocates,Public Adjuster,2025-12-27,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,92,12
CLM00620,TP00077,Coastal Property Appraisal,Appraiser,2025-12-21,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00620,TP00093,Coastal Air Systems,HVAC Contractor,2025-12-22,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,43,3
CLM00620,TP00045,Bayfront Plumbing Services,Plumber,2026-01-04,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,72,6
CLM00620,TP00063,Gulf Coast Recovery Services,Restoration Company,2026-01-06,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,77,1
CLM00621,TP00082,Peninsula Property Inspections,Inspector,2022-07-24,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,96,13
CLM00621,TP00050,Sunrise General Contracting,General Contractor,2022-07-24,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,101,18
CLM00621,TP00052,Peninsula Property Restoration,General Contractor,2022-07-24,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,14,1
CLM00621,TP00098,Sunstate Mold Remediation,Mold Remediation,2022-07-27,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,80,1
CLM00621,TP00047,Sunrise Plumbing Group,Plumber,2022-07-20,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,34,4
CLM00621,TP00086,Rapid Response Property Services,Emergency Services Provider,2022-08-07,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,69,2
CLM00621,TP00026,SunCoast Roofing Solutions,Roofer,2022-07-23,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,126,31
CLM00621,TP00091,Orange State Electric,Electrician,2022-08-01,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,82,15
CLM00621,TP00076,Coastal Engineering Services,Engineer,2022-08-08,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,57,3
CLM00622,TP00083,Coastal Inspection Services,Inspector,2025-12-15,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,89,12
CLM00622,TP00027,Atlantic Peak Roofing,Roofer,2025-12-15,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,131,35
CLM00622,TP00052,Peninsula Property Restoration,General Contractor,2025-12-18,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,14,1
CLM00622,TP00017,Coastal Response Mitigation,Mitigation Company,2025-12-03,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,136,39
CLM00622,TP00096,Bayfront Air & Mechanical,HVAC Contractor,2026-01-03,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,89,3
CLM00622,TP00040,Gulf Flow Plumbing,Plumber,2025-12-05,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,109,25
CLM00622,TP00087,Florida Emergency Property Care,Emergency Services Provider,2025-12-25,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,14,1
CLM00622,TP00099,Coastal Air Quality Services,Mold Remediation,2025-12-08,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,16,0
CLM00622,TP00089,Sunstate Electrical Services,Electrician,2026-01-02,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,88,18
CLM00622,TP00038,Atlantic Pipe & Drain,Plumber,2025-12-11,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,121,34
CLM00622,TP00049,Coastal Build Group,General Contractor,2025-12-11,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,105,19
CLM00622,TP00088,Coastal Emergency Services,Emergency Services Provider,2026-01-02,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00622,TP00053,Bayfront Construction Services,General Contractor,2025-12-20,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,76,3
CLM00622,TP00063,Gulf Coast Recovery Services,Restoration Company,2025-12-11,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,77,1
CLM00623,TP00082,Peninsula Property Inspections,Inspector,2024-10-21,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,96,13
CLM00623,TP00031,Peninsula Roofing Group,Roofer,2024-10-29,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,98,5
CLM00623,TP00052,Peninsula Property Restoration,General Contractor,2024-10-24,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,14,1
CLM00623,TP00011,Sunrise Residential Legal,Attorney,2024-11-01,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,65,6
CLM00623,TP00075,Florida Structural Review,Engineer,2024-11-01,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,24,2
CLM00623,TP00078,Sunstate Appraisal Group,Appraiser,2024-11-05,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,55,0
CLM00624,TP00082,Peninsula Property Inspections,Inspector,2022-06-04,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,96,13
CLM00624,TP00056,Atlantic Home Reconstruction,General Contractor,2022-06-09,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,12,0
CLM00624,TP00053,Bayfront Construction Services,General Contractor,2022-06-12,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,76,3
CLM00624,TP00059,Sunstate Restoration Services,Restoration Company,2022-05-30,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,85,4
CLM00624,TP00093,Coastal Air Systems,HVAC Contractor,2022-06-03,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,43,3
CLM00624,TP00079,Florida Loss Appraisers,Appraiser,2022-05-28,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,88,14
CLM00625,TP00082,Peninsula Property Inspections,Inspector,2024-04-06,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,96,13
CLM00625,TP00036,Bay Area Roof Works,Roofer,2024-04-01,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,33,3
CLM00625,TP00057,SunCoast General Builders,General Contractor,2024-04-04,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,70,3
CLM00625,TP00016,Gulf Atlantic Mitigation Group,Mitigation Company,2024-03-21,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,142,48
CLM00625,TP00076,Coastal Engineering Services,Engineer,2024-04-11,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,57,3
CLM00625,TP00087,Florida Emergency Property Care,Emergency Services Provider,2024-04-16,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,14,1
CLM00625,TP00093,Coastal Air Systems,HVAC Contractor,2024-04-24,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,43,3
CLM00625,TP00088,Coastal Emergency Services,Emergency Services Provider,2024-04-09,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00625,TP00099,Coastal Air Quality Services,Mold Remediation,2024-04-13,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,16,0
CLM00626,TP00084,Florida Field Inspection Group,Inspector,2024-01-25,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00626,TP00090,Gulf Coast Electrical,Electrician,2024-02-04,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,91,17
CLM00626,TP00053,Bayfront Construction Services,General Contractor,2024-02-08,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,76,3
CLM00626,TP00022,First Coast Drying Services,Mitigation Company,2024-01-27,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,34,3
CLM00626,TP00066,Sunrise Public Adjusters,Public Adjuster,2024-02-06,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,94,7
CLM00626,TP00062,Atlantic Property Restoration,Restoration Company,2024-02-06,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,45,0
CLM00627,TP00081,HomeScope Inspections,Inspector,2024-05-30,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00627,TP00028,Florida Shield Roofing,Roofer,2024-05-30,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,112,27
CLM00627,TP00049,Coastal Build Group,General Contractor,2024-06-08,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,105,19
CLM00627,TP00017,Coastal Response Mitigation,Mitigation Company,2024-05-26,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,136,39
CLM00627,TP00075,Florida Structural Review,Engineer,2024-06-27,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,24,2
CLM00627,TP00097,Atlantic Mold Solutions,Mold Remediation,2024-06-19,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,77,5
CLM00627,TP00041,Orange State Plumbing,Plumber,2024-06-15,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,99,21
CLM00627,TP00087,Florida Emergency Property Care,Emergency Services Provider,2024-06-05,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,14,1
CLM00627,TP00100,Florida Mold Response,Mold Remediation,2024-06-24,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,36,2
CLM00627,TP00044,Florida Leak Response,Plumber,2024-06-03,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,51,4
CLM00628,TP00083,Coastal Inspection Services,Inspector,2022-02-08,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,89,12
CLM00628,TP00045,Bayfront Plumbing Services,Plumber,2022-02-17,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,72,6
CLM00628,TP00052,Peninsula Property Restoration,General Contractor,2022-02-27,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,14,1
CLM00628,TP00013,Palm State Legal Services,Attorney,2022-03-05,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,51,4
CLM00628,TP00088,Coastal Emergency Services,Emergency Services Provider,2022-02-19,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00629,TP00083,Coastal Inspection Services,Inspector,2023-04-08,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,89,12
CLM00629,TP00042,Coastal Pipeworks,Plumber,2023-04-20,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,53,2
CLM00629,TP00049,Coastal Build Group,General Contractor,2023-04-19,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,105,19
CLM00629,TP00011,Sunrise Residential Legal,Attorney,2023-04-18,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,65,6
CLM00629,TP00077,Coastal Property Appraisal,Appraiser,2023-04-14,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00629,TP00086,Rapid Response Property Services,Emergency Services Provider,2023-05-01,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,69,2
CLM00629,TP00095,Sunrise HVAC,HVAC Contractor,2023-05-04,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,74,5
